ENSG00000164037.12,[1.e-03 1.e+03 1.e+00],False
ENSG00000164038.10,[ 4.87994406 74.25405506  1.00017977],False
ENSG00000164039.10,[ 1.95405294 34.24961906  2.05541392],False
ENSG00000138778.7,[ 0.43632487 30.11626936 21.80963144],False
ENSG00000168772.9,[1.e-03 1.e+03 1.e+00],False
ENSG00000168769.8,[ 0.90943592 85.75050408  3.64865164],False
ENSG00000138777.15,[  4.89171817 706.43783691  79.50262754],False
ENSG00000236699.4,[1.e-03 1.e+03 1.e+00],False
ENSG00000138785.10,[ 2.23472776 25.81308419  2.13792241],False
ENSG00000138780.10,[ 3.41883793 63.30962204  1.        ],False
ENSG00000168743.8,[1.e-03 1.e+03 1.e+00],False
ENSG00000145348.12,[  0.54077942 145.62919401   5.73421955],False
ENSG00000164022.12,[  4.13762246 277.67737036  70.11249018],False
ENSG00000155011.4,[  1.44184054 194.17634569  26.55308057],False
ENSG00000138801.4,[3.47506366 5.54393941 1.        ],False
ENSG00000164023.10,[  0.47524973 181.28685513   6.3329922 ],False
ENSG00000155016.13,[  2.28445222 353.25882861   1.        ],False
ENSG00000138796.11,[ 3.74410966 16.34764557  1.62986969],False
ENSG00000138795.5,[1.e-03 1.e+03 1.e+00],False
ENSG00000109475.12,[  3.93883302  23.62623774 166.90282612],True
ENSG00000198856.8,[ 4.172441   68.75336999 30.69835496],False
ENSG00000164089.4,[1.e-03 1.e+03 1.e+00],False
ENSG00000188517.10,[  1.51963401 151.64592363   1.96091816],False
ENSG00000138802.7,[ 3.59054665 56.09842761  1.        ],False
ENSG00000005059.11,[  4.01026837 740.19393628  87.13979053],False
ENSG00000138794.5,[ 2.59396877 14.1091796   1.05753248],False
ENSG00000123739.6,[3.24022133 7.25518669 1.        ],False
ENSG00000205403.8,[1.e-03 1.e+03 1.e+00],False
ENSG00000109534.12,[  4.58652077 252.52377613  53.04585271],False
ENSG00000180245.4,[1.e-03 1.e+03 1.e+00],False
ENSG00000183423.7,[1.e-03 1.e+03 1.e+00],False
ENSG00000138798.7,[  0.94797426 148.07479995   3.18872342],False
ENSG00000170522.5,[ 0.96000029 39.48754688  4.15099347],False
ENSG00000138792.5,[  0.62297235 111.65573103   5.24128325],False
ENSG00000164093.11,[  0.32434534 177.00168845   9.73150631],False
ENSG00000174749.5,[ 1.12690988 37.55774995  3.5099109 ],False
ENSG00000138660.7,[ 3.18173333 59.38185937  1.09660028],False
ENSG00000145365.10,[ 1.50391846 80.97793784  3.01384876],False
ENSG00000073331.13,[  2.6797267  236.57511461   1.        ],False
ENSG00000178403.3,[1.e-03 1.e+03 1.e+00],False
ENSG00000138658.11,[ 3.26745688 91.23441601  1.        ],False
ENSG00000174720.11,[  4.06247717 709.27601624  76.16047524],False
